@relation liking 

@attribute Theta1_1 numeric
@attribute Alpha1_1 numeric
@attribute LowBeta1_1 numeric
@attribute HighBeta1_1 numeric
@attribute Gamma1_1 numeric
@attribute Theta2_1 numeric
@attribute Alpha2_1 numeric
@attribute LowBeta2_1 numeric
@attribute HighBeta2_1 numeric
@attribute Gamma2_1 numeric
@attribute Theta3_1 numeric
@attribute Alpha3_1 numeric
@attribute LowBeta3_1 numeric
@attribute HighBeta3_1 numeric
@attribute Gamma3_1 numeric
@attribute Theta4_1 numeric
@attribute Alpha4_1 numeric
@attribute LowBeta4_1 numeric
@attribute HighBeta4_1 numeric
@attribute Gamma4_1 numeric
@attribute Theta5_1 numeric
@attribute Alpha5_1 numeric
@attribute LowBeta5_1 numeric
@attribute HighBeta5_1 numeric
@attribute Gamma5_1 numeric
@attribute Theta6_1 numeric
@attribute Alpha6_1 numeric
@attribute LowBeta6_1 numeric
@attribute HighBeta6_1 numeric
@attribute Gamma6_1 numeric
@attribute Theta7_1 numeric
@attribute Alpha7_1 numeric
@attribute LowBeta7_1 numeric
@attribute HighBeta7_1 numeric
@attribute Gamma7_1 numeric
@attribute Theta8_1 numeric
@attribute Alpha8_1 numeric
@attribute LowBeta8_1 numeric
@attribute HighBeta8_1 numeric
@attribute Gamma8_1 numeric
@attribute Theta9_1 numeric
@attribute Alpha9_1 numeric
@attribute LowBeta9_1 numeric
@attribute HighBeta9_1 numeric
@attribute Gamma9_1 numeric
@attribute Theta10_1 numeric
@attribute Alpha10_1 numeric
@attribute LowBeta10_1 numeric
@attribute HighBeta10_1 numeric
@attribute Gamma10_1 numeric
@attribute Theta11_1 numeric
@attribute Alpha11_1 numeric
@attribute LowBeta11_1 numeric
@attribute HighBeta11_1 numeric
@attribute Gamma11_1 numeric
@attribute Theta12_1 numeric
@attribute Alpha12_1 numeric
@attribute LowBeta12_1 numeric
@attribute HighBeta12_1 numeric
@attribute Gamma12_1 numeric
@attribute Theta13_1 numeric
@attribute Alpha13_1 numeric
@attribute LowBeta13_1 numeric
@attribute HighBeta13_1 numeric
@attribute Gamma13_1 numeric
@attribute Theta14_1 numeric
@attribute Alpha14_1 numeric
@attribute LowBeta14_1 numeric
@attribute HighBeta14_1 numeric
@attribute Gamma14_1 numeric
@attribute Theta15_1 numeric
@attribute Alpha15_1 numeric
@attribute LowBeta15_1 numeric
@attribute HighBeta15_1 numeric
@attribute Gamma15_1 numeric
@attribute Theta16_1 numeric
@attribute Alpha16_1 numeric
@attribute LowBeta16_1 numeric
@attribute HighBeta16_1 numeric
@attribute Gamma16_1 numeric
@attribute Theta17_1 numeric
@attribute Alpha17_1 numeric
@attribute LowBeta17_1 numeric
@attribute HighBeta17_1 numeric
@attribute Gamma17_1 numeric
@attribute Theta18_1 numeric
@attribute Alpha18_1 numeric
@attribute LowBeta18_1 numeric
@attribute HighBeta18_1 numeric
@attribute Gamma18_1 numeric
@attribute Theta19_1 numeric
@attribute Alpha19_1 numeric
@attribute LowBeta19_1 numeric
@attribute HighBeta19_1 numeric
@attribute Gamma19_1 numeric
@attribute Theta20_1 numeric
@attribute Alpha20_1 numeric
@attribute LowBeta20_1 numeric
@attribute HighBeta20_1 numeric
@attribute Gamma20_1 numeric
@attribute Theta21_1 numeric
@attribute Alpha21_1 numeric
@attribute LowBeta21_1 numeric
@attribute HighBeta21_1 numeric
@attribute Gamma21_1 numeric
@attribute Theta22_1 numeric
@attribute Alpha22_1 numeric
@attribute LowBeta22_1 numeric
@attribute HighBeta22_1 numeric
@attribute Gamma22_1 numeric
@attribute Theta23_1 numeric
@attribute Alpha23_1 numeric
@attribute LowBeta23_1 numeric
@attribute HighBeta23_1 numeric
@attribute Gamma23_1 numeric
@attribute Theta24_1 numeric
@attribute Alpha24_1 numeric
@attribute LowBeta24_1 numeric
@attribute HighBeta24_1 numeric
@attribute Gamma24_1 numeric
@attribute Theta25_1 numeric
@attribute Alpha25_1 numeric
@attribute LowBeta25_1 numeric
@attribute HighBeta25_1 numeric
@attribute Gamma25_1 numeric
@attribute Theta26_1 numeric
@attribute Alpha26_1 numeric
@attribute LowBeta26_1 numeric
@attribute HighBeta26_1 numeric
@attribute Gamma26_1 numeric
@attribute Theta27_1 numeric
@attribute Alpha27_1 numeric
@attribute LowBeta27_1 numeric
@attribute HighBeta27_1 numeric
@attribute Gamma27_1 numeric
@attribute Theta28_1 numeric
@attribute Alpha28_1 numeric
@attribute LowBeta28_1 numeric
@attribute HighBeta28_1 numeric
@attribute Gamma28_1 numeric
@attribute Theta29_1 numeric
@attribute Alpha29_1 numeric
@attribute LowBeta29_1 numeric
@attribute HighBeta29_1 numeric
@attribute Gamma29_1 numeric
@attribute Theta30_1 numeric
@attribute Alpha30_1 numeric
@attribute LowBeta30_1 numeric
@attribute HighBeta30_1 numeric
@attribute Gamma30_1 numeric
@attribute Theta31_1 numeric
@attribute Alpha31_1 numeric
@attribute LowBeta31_1 numeric
@attribute HighBeta31_1 numeric
@attribute Gamma31_1 numeric
@attribute Theta32_1 numeric
@attribute Alpha32_1 numeric
@attribute LowBeta32_1 numeric
@attribute HighBeta32_1 numeric
@attribute Gamma32_1 numeric
@attribute class {-1,1}

@data
5.7968,0,0,0,0,39.717,0,0,0,0,4.3773,0,0,0,0,34.205,0,0,0,0,1.7529,0,0,0,0,10.67,0,0,0,0,16.817,0,0,0,0,43.099,0,0,0,0,15.339,0,0,0,0,18.447,0,0,0,0,25.004,0,0,0,0,15.625,0,0,0,0,2.8828,0,0,0,0,26.419,0,0,0,0,4.6623,0,0,0,0,37.356,0,0,0,0,16.799,0,0,0,0,9.3666,0,0,0,0,2.8056,0,0,0,0,11.335,0,0,0,0,25.319,0,0,0,0,10.642,0,0,0,0,23.285,0,0,0,0,38.456,0,0,0,0,49.126,0,0,0,0,6.3665,0,0,0,0,61.229,0,0,0,0,2.0924,0,0,0,0,6.9666,0,0,0,0,95.252,0,0,0,0,16.854,0,0,0,0,84.105,0,0,0,0,1
3.2914,0,0,0,0,28.64,0,0,0,0,5.303,0,0,0,0,13.419,0,0,0,0,2.2427,0,0,0,0,11.576,0,0,0,0,6.488,0,0,0,0,51.741,0,0,0,0,6.5831,0,0,0,0,6.4472,0,0,0,0,15.381,0,0,0,0,6.3826,0,0,0,0,1.9365,0,0,0,0,30.165,0,0,0,0,3.9422,0,0,0,0,24.876,0,0,0,0,14.002,0,0,0,0,5.9975,0,0,0,0,2.8796,0,0,0,0,9.8584,0,0,0,0,11.032,0,0,0,0,3.8132,0,0,0,0,16.326,0,0,0,0,30.665,0,0,0,0,30.905,0,0,0,0,4.3475,0,0,0,0,27.226,0,0,0,0,2.533,0,0,0,0,6.0211,0,0,0,0,34.473,0,0,0,0,18.837,0,0,0,0,51.513,0,0,0,0,1
8.0841,0,0,0,0,77.001,0,0,0,0,6.1545,0,0,0,0,32.036,0,0,0,0,4.7796,0,0,0,0,22.402,0,0,0,0,16.747,0,0,0,0,81.083,0,0,0,0,22.439,0,0,0,0,17.811,0,0,0,0,46.961,0,0,0,0,21.011,0,0,0,0,4.4851,0,0,0,0,55.228,0,0,0,0,3.9966,0,0,0,0,70.231,0,0,0,0,14.216,0,0,0,0,16.719,0,0,0,0,5.1908,0,0,0,0,21.824,0,0,0,0,25.296,0,0,0,0,13.321,0,0,0,0,42.999,0,0,0,0,75.892,0,0,0,0,92.316,0,0,0,0,11.207,0,0,0,0,97.03,0,0,0,0,4.2212,0,0,0,0,5.8821,0,0,0,0,127.81,0,0,0,0,32.552,0,0,0,0,152.97,0,0,0,0,1
2.3344,0,0,0,0,23.942,0,0,0,0,5.9654,0,0,0,0,14.199,0,0,0,0,1.4175,0,0,0,0,11.55,0,0,0,0,6.2182,0,0,0,0,62.147,0,0,0,0,3.9306,0,0,0,0,6.1312,0,0,0,0,12.468,0,0,0,0,4.0084,0,0,0,0,1.7492,0,0,0,0,33.261,0,0,0,0,4.7441,0,0,0,0,19.837,0,0,0,0,21.07,0,0,0,0,5.224,0,0,0,0,3.0074,0,0,0,0,9.929,0,0,0,0,11.779,0,0,0,0,3.1972,0,0,0,0,13.352,0,0,0,0,28.592,0,0,0,0,24.743,0,0,0,0,3.9568,0,0,0,0,17.895,0,0,0,0,3.2491,0,0,0,0,8.0845,0,0,0,0,21.107,0,0,0,0,20.708,0,0,0,0,38.491,0,0,0,0,1
7.6756,0,0,0,0,45.015,0,0,0,0,7.4192,0,0,0,0,28.553,0,0,0,0,3.3804,0,0,0,0,15.282,0,0,0,0,12.322,0,0,0,0,62.673,0,0,0,0,12.26,0,0,0,0,13.459,0,0,0,0,25.616,0,0,0,0,11.387,0,0,0,0,2.4454,0,0,0,0,38.305,0,0,0,0,5.4063,0,0,0,0,38.956,0,0,0,0,20.682,0,0,0,0,9.9293,0,0,0,0,3.7005,0,0,0,0,13.593,0,0,0,0,20.219,0,0,0,0,8.4095,0,0,0,0,23.34,0,0,0,0,44.12,0,0,0,0,49.25,0,0,0,0,6.6562,0,0,0,0,49.932,0,0,0,0,3.1654,0,0,0,0,7.6117,0,0,0,0,69.037,0,0,0,0,23.419,0,0,0,0,83.588,0,0,0,0,-1
2.516,0,0,0,0,14.491,0,0,0,0,4.1372,0,0,0,0,15.105,0,0,0,0,1.0406,0,0,0,0,6.5472,0,0,0,0,6.9771,0,0,0,0,35.134,0,0,0,0,3.6589,0,0,0,0,7.1575,0,0,0,0,7.6912,0,0,0,0,3.9466,0,0,0,0,1.1922,0,0,0,0,18.816,0,0,0,0,3.9227,0,0,0,0,12.211,0,0,0,0,15.497,0,0,0,0,3.5171,0,0,0,0,1.9082,0,0,0,0,5.4754,0,0,0,0,11.457,0,0,0,0,3.4745,0,0,0,0,8.3264,0,0,0,0,16.064,0,0,0,0,14.279,0,0,0,0,2.6287,0,0,0,0,14.418,0,0,0,0,1.7468,0,0,0,0,5.942,0,0,0,0,23.237,0,0,0,0,11.71,0,0,0,0,24.538,0,0,0,0,1
3.5554,0,0,0,0,27.508,0,0,0,0,5.01,0,0,0,0,20.858,0,0,0,0,2.1465,0,0,0,0,10.301,0,0,0,0,10.441,0,0,0,0,52.31,0,0,0,0,7.5107,0,0,0,0,10.46,0,0,0,0,15.478,0,0,0,0,7.841,0,0,0,0,2.0757,0,0,0,0,29.014,0,0,0,0,4.716,0,0,0,0,23.625,0,0,0,0,19.189,0,0,0,0,6.0199,0,0,0,0,2.5602,0,0,0,0,9.4026,0,0,0,0,16.972,0,0,0,0,5.5283,0,0,0,0,15.335,0,0,0,0,29.388,0,0,0,0,30.936,0,0,0,0,3.8791,0,0,0,0,31.619,0,0,0,0,2.737,0,0,0,0,7.402,0,0,0,0,46.717,0,0,0,0,18.094,0,0,0,0,51.031,0,0,0,0,1
6.7213,0,0,0,0,64.571,0,0,0,0,8.1428,0,0,0,0,42.85,0,0,0,0,8.8955,0,0,0,0,20.239,0,0,0,0,20.027,0,0,0,0,74.993,0,0,0,0,24.06,0,0,0,0,20.284,0,0,0,0,40.146,0,0,0,0,21.293,0,0,0,0,4.5578,0,0,0,0,49.207,0,0,0,0,6.4411,0,0,0,0,59.918,0,0,0,0,19.885,0,0,0,0,14.134,0,0,0,0,4.5948,0,0,0,0,18.678,0,0,0,0,30.45,0,0,0,0,17.482,0,0,0,0,36.518,0,0,0,0,65.231,0,0,0,0,83.42,0,0,0,0,10.687,0,0,0,0,91.118,0,0,0,0,4.4009,0,0,0,0,8.085,0,0,0,0,124.87,0,0,0,0,29.348,0,0,0,0,134.97,0,0,0,0,1
4.1461,0,0,0,0,39.067,0,0,0,0,6.0514,0,0,0,0,20.607,0,0,0,0,1.6589,0,0,0,0,14.566,0,0,0,0,9.8903,0,0,0,0,64.279,0,0,0,0,9.7104,0,0,0,0,10.416,0,0,0,0,22.248,0,0,0,0,9.4196,0,0,0,0,2.3358,0,0,0,0,37.642,0,0,0,0,4.7169,0,0,0,0,34.182,0,0,0,0,18.583,0,0,0,0,8.4683,0,0,0,0,3.7576,0,0,0,0,12.531,0,0,0,0,16.44,0,0,0,0,6.0255,0,0,0,0,21.412,0,0,0,0,41.143,0,0,0,0,42.905,0,0,0,0,5.2725,0,0,0,0,41.686,0,0,0,0,3.1893,0,0,0,0,7.8179,0,0,0,0,56.213,0,0,0,0,23.083,0,0,0,0,71.154,0,0,0,0,1
6.2243,0,0,0,0,52.387,0,0,0,0,9.1387,0,0,0,0,45.411,0,0,0,0,1.8611,0,0,0,0,19.202,0,0,0,0,21.388,0,0,0,0,95.629,0,0,0,0,14.538,0,0,0,0,22.127,0,0,0,0,30.863,0,0,0,0,14.721,0,0,0,0,2.9293,0,0,0,0,54.191,0,0,0,0,8.3408,0,0,0,0,45.738,0,0,0,0,36.16,0,0,0,0,10.825,0,0,0,0,4.3218,0,0,0,0,15.999,0,0,0,0,36.565,0,0,0,0,11.265,0,0,0,0,27.81,0,0,0,0,53.787,0,0,0,0,59.553,0,0,0,0,6.916,0,0,0,0,62.69,0,0,0,0,4.5939,0,0,0,0,14.904,0,0,0,0,96.183,0,0,0,0,33.567,0,0,0,0,98.333,0,0,0,0,1
2.8428,0,0,0,0,9.5677,0,0,0,0,1.8352,0,0,0,0,6.6416,0,0,0,0,1.3245,0,0,0,0,3.2366,0,0,0,0,2.402,0,0,0,0,13.792,0,0,0,0,2.6676,0,0,0,0,2.527,0,0,0,0,5.4815,0,0,0,0,2.6159,0,0,0,0,0.82922,0,0,0,0,7.6078,0,0,0,0,1.2377,0,0,0,0,8.3067,0,0,0,0,2.8153,0,0,0,0,2.5292,0,0,0,0,1.5133,0,0,0,0,3.191,0,0,0,0,2.913,0,0,0,0,2.1611,0,0,0,0,5.5702,0,0,0,0,9.5697,0,0,0,0,10.157,0,0,0,0,2.1708,0,0,0,0,10.935,0,0,0,0,0.90225,0,0,0,0,1.732,0,0,0,0,14.032,0,0,0,0,4.825,0,0,0,0,18.369,0,0,0,0,1
3.1839,0,0,0,0,17.475,0,0,0,0,4.9507,0,0,0,0,15.51,0,0,0,0,1.4163,0,0,0,0,8.2221,0,0,0,0,6.8757,0,0,0,0,43.409,0,0,0,0,4.054,0,0,0,0,7.1508,0,0,0,0,8.8189,0,0,0,0,4.1009,0,0,0,0,1.4012,0,0,0,0,21.786,0,0,0,0,4.8795,0,0,0,0,14.572,0,0,0,0,16.714,0,0,0,0,3.9285,0,0,0,0,2.2848,0,0,0,0,6.4694,0,0,0,0,12.595,0,0,0,0,3.4549,0,0,0,0,9.32,0,0,0,0,18.905,0,0,0,0,16.31,0,0,0,0,3.3833,0,0,0,0,14.545,0,0,0,0,2.0869,0,0,0,0,6.7936,0,0,0,0,22.831,0,0,0,0,14.292,0,0,0,0,29.794,0,0,0,0,1
4.0407,0,0,0,0,27.988,0,0,0,0,4.5114,0,0,0,0,14.838,0,0,0,0,1.5619,0,0,0,0,10.007,0,0,0,0,7.3751,0,0,0,0,46.798,0,0,0,0,6.5009,0,0,0,0,7.3839,0,0,0,0,15.06,0,0,0,0,6.391,0,0,0,0,1.9269,0,0,0,0,25.857,0,0,0,0,3.612,0,0,0,0,23.157,0,0,0,0,13.867,0,0,0,0,6.0091,0,0,0,0,2.9146,0,0,0,0,9.3322,0,0,0,0,10.804,0,0,0,0,4.5053,0,0,0,0,15.025,0,0,0,0,28.066,0,0,0,0,27.915,0,0,0,0,4.6399,0,0,0,0,27.163,0,0,0,0,2.2837,0,0,0,0,5.8935,0,0,0,0,37.139,0,0,0,0,16.426,0,0,0,0,48.603,0,0,0,0,1
3.5938,0,0,0,0,18.746,0,0,0,0,5.3661,0,0,0,0,24.497,0,0,0,0,4.9298,0,0,0,0,7.4571,0,0,0,0,8.5444,0,0,0,0,44.321,0,0,0,0,6.135,0,0,0,0,8.736,0,0,0,0,9.5488,0,0,0,0,5.5135,0,0,0,0,1.3659,0,0,0,0,21.518,0,0,0,0,5.2932,0,0,0,0,14.905,0,0,0,0,18.83,0,0,0,0,4.3812,0,0,0,0,2.1104,0,0,0,0,6.7455,0,0,0,0,20.835,0,0,0,0,7.3184,0,0,0,0,9.6602,0,0,0,0,19.276,0,0,0,0,18.231,0,0,0,0,3.4776,0,0,0,0,18.722,0,0,0,0,1.9336,0,0,0,0,7.4842,0,0,0,0,30.33,0,0,0,0,13.926,0,0,0,0,30.672,0,0,0,0,1
3.1411,0,0,0,0,22.713,0,0,0,0,3.8199,0,0,0,0,13.837,0,0,0,0,1.799,0,0,0,0,8.2239,0,0,0,0,6.6756,0,0,0,0,35.208,0,0,0,0,5.9477,0,0,0,0,7.0908,0,0,0,0,12.904,0,0,0,0,5.6534,0,0,0,0,1.4991,0,0,0,0,21.953,0,0,0,0,3.0894,0,0,0,0,19.397,0,0,0,0,11.771,0,0,0,0,5.1702,0,0,0,0,2.2475,0,0,0,0,7.0873,0,0,0,0,10.634,0,0,0,0,4.3583,0,0,0,0,11.978,0,0,0,0,22.422,0,0,0,0,24.665,0,0,0,0,3.4392,0,0,0,0,24.321,0,0,0,0,1.9843,0,0,0,0,4.7063,0,0,0,0,34.251,0,0,0,0,13.231,0,0,0,0,41.621,0,0,0,0,1
4.9409,0,0,0,0,39.58,0,0,0,0,6.5104,0,0,0,0,22.363,0,0,0,0,3.5207,0,0,0,0,14.842,0,0,0,0,10.181,0,0,0,0,65.862,0,0,0,0,9.837,0,0,0,0,10.384,0,0,0,0,22.179,0,0,0,0,8.6551,0,0,0,0,2.1913,0,0,0,0,39.065,0,0,0,0,4.4737,0,0,0,0,34.233,0,0,0,0,19.893,0,0,0,0,8.1912,0,0,0,0,3.3014,0,0,0,0,12.337,0,0,0,0,14.767,0,0,0,0,6.3686,0,0,0,0,20.958,0,0,0,0,40.553,0,0,0,0,43.202,0,0,0,0,5.4055,0,0,0,0,40.737,0,0,0,0,3.3852,0,0,0,0,7.6691,0,0,0,0,53.722,0,0,0,0,23.776,0,0,0,0,71.953,0,0,0,0,1
5.6026,0,0,0,0,39.861,0,0,0,0,4.4999,0,0,0,0,16.631,0,0,0,0,1.4193,0,0,0,0,13.484,0,0,0,0,8.8922,0,0,0,0,49.301,0,0,0,0,11.119,0,0,0,0,9.8866,0,0,0,0,24.043,0,0,0,0,10.468,0,0,0,0,2.6505,0,0,0,0,31.779,0,0,0,0,2.9964,0,0,0,0,35.775,0,0,0,0,11.433,0,0,0,0,9.0821,0,0,0,0,4.1181,0,0,0,0,12.051,0,0,0,0,12.511,0,0,0,0,6.463,0,0,0,0,21.999,0,0,0,0,39.499,0,0,0,0,46.229,0,0,0,0,6.5266,0,0,0,0,47.174,0,0,0,0,2.9344,0,0,0,0,4.8521,0,0,0,0,63.043,0,0,0,0,19.373,0,0,0,0,78.175,0,0,0,0,1
3.9224,0,0,0,0,28.334,0,0,0,0,7.1837,0,0,0,0,21.467,0,0,0,0,10.709,0,0,0,0,12.658,0,0,0,0,9.6359,0,0,0,0,59.874,0,0,0,0,6.6738,0,0,0,0,9.4974,0,0,0,0,15.6,0,0,0,0,6.7128,0,0,0,0,1.7221,0,0,0,0,33.432,0,0,0,0,5.3893,0,0,0,0,24.309,0,0,0,0,21.209,0,0,0,0,7.1349,0,0,0,0,4.0469,0,0,0,0,9.8403,0,0,0,0,17.04,0,0,0,0,5.4258,0,0,0,0,14.698,0,0,0,0,30.448,0,0,0,0,29.867,0,0,0,0,5.3894,0,0,0,0,27.653,0,0,0,0,2.9296,0,0,0,0,9.2137,0,0,0,0,38.896,0,0,0,0,21.182,0,0,0,0,50.141,0,0,0,0,1
4.7553,0,0,0,0,39.852,0,0,0,0,6.446,0,0,0,0,35.689,0,0,0,0,1.7025,0,0,0,0,14.01,0,0,0,0,17.012,0,0,0,0,61.866,0,0,0,0,12.804,0,0,0,0,17.952,0,0,0,0,25.138,0,0,0,0,13.411,0,0,0,0,2.7294,0,0,0,0,37.377,0,0,0,0,5.924,0,0,0,0,36.906,0,0,0,0,22.782,0,0,0,0,9.4509,0,0,0,0,3.643,0,0,0,0,11.935,0,0,0,0,27.955,0,0,0,0,10.303,0,0,0,0,21.963,0,0,0,0,41.089,0,0,0,0,49.855,0,0,0,0,5.9401,0,0,0,0,55.978,0,0,0,0,3.4135,0,0,0,0,9.886,0,0,0,0,85.434,0,0,0,0,22.801,0,0,0,0,80.494,0,0,0,0,1
25.891,0,0,0,0,56.03,0,0,0,0,11.326,0,0,0,0,48.813,0,0,0,0,6.1198,0,0,0,0,20.96,0,0,0,0,22.566,0,0,0,0,105.83,0,0,0,0,15.925,0,0,0,0,22.229,0,0,0,0,32.999,0,0,0,0,15.755,0,0,0,0,3.2766,0,0,0,0,58.122,0,0,0,0,8.4146,0,0,0,0,50.738,0,0,0,0,42.581,0,0,0,0,11.336,0,0,0,0,4.5026,0,0,0,0,17.814,0,0,0,0,38.171,0,0,0,0,11.652,0,0,0,0,31.202,0,0,0,0,60.872,0,0,0,0,63.695,0,0,0,0,8.2562,0,0,0,0,65.57,0,0,0,0,4.6411,0,0,0,0,15.782,0,0,0,0,98.339,0,0,0,0,36.717,0,0,0,0,105.89,0,0,0,0,1
14.562,0,0,0,0,51.601,0,0,0,0,7.2358,0,0,0,0,34.363,0,0,0,0,7.0694,0,0,0,0,16.538,0,0,0,0,14.68,0,0,0,0,71.547,0,0,0,0,16.784,0,0,0,0,15.391,0,0,0,0,29.629,0,0,0,0,15.443,0,0,0,0,3.543,0,0,0,0,41.958,0,0,0,0,5.4033,0,0,0,0,44.442,0,0,0,0,21.454,0,0,0,0,10.706,0,0,0,0,4.0296,0,0,0,0,16.699,0,0,0,0,24.206,0,0,0,0,10.404,0,0,0,0,29.496,0,0,0,0,51.345,0,0,0,0,56.359,0,0,0,0,8.6895,0,0,0,0,60.492,0,0,0,0,3.4981,0,0,0,0,8.0609,0,0,0,0,85.881,0,0,0,0,25.704,0,0,0,0,99.277,0,0,0,0,1
2.5782,0,0,0,0,9.1666,0,0,0,0,2.3626,0,0,0,0,5.3867,0,0,0,0,2.8703,0,0,0,0,3.823,0,0,0,0,2.4426,0,0,0,0,12.03,0,0,0,0,2.7149,0,0,0,0,2.5356,0,0,0,0,5.6403,0,0,0,0,2.5607,0,0,0,0,0.92468,0,0,0,0,8.0674,0,0,0,0,1.5305,0,0,0,0,7.9651,0,0,0,0,3.3466,0,0,0,0,2.6281,0,0,0,0,1.828,0,0,0,0,3.161,0,0,0,0,2.816,0,0,0,0,2.2402,0,0,0,0,5.1326,0,0,0,0,8.8033,0,0,0,0,10.1,0,0,0,0,2.2766,0,0,0,0,10.234,0,0,0,0,0.87974,0,0,0,0,1.5947,0,0,0,0,13.646,0,0,0,0,5.064,0,0,0,0,18.125,0,0,0,0,1
4.6778,0,0,0,0,27.642,0,0,0,0,4.9747,0,0,0,0,18.485,0,0,0,0,3.9467,0,0,0,0,10.025,0,0,0,0,7.9654,0,0,0,0,47.57,0,0,0,0,7.2933,0,0,0,0,8.7068,0,0,0,0,15.349,0,0,0,0,7.0499,0,0,0,0,1.8113,0,0,0,0,27.348,0,0,0,0,3.9977,0,0,0,0,23.796,0,0,0,0,15.659,0,0,0,0,5.8475,0,0,0,0,2.7193,0,0,0,0,8.7847,0,0,0,0,14.076,0,0,0,0,4.9183,0,0,0,0,14.808,0,0,0,0,28.714,0,0,0,0,30.201,0,0,0,0,3.9588,0,0,0,0,29.495,0,0,0,0,2.5367,0,0,0,0,6.2299,0,0,0,0,41.112,0,0,0,0,16.633,0,0,0,0,50.16,0,0,0,0,1
18.985,0,0,0,0,17.894,0,0,0,0,3.7741,0,0,0,0,11.562,0,0,0,0,0.8982,0,0,0,0,7.8227,0,0,0,0,5.055,0,0,0,0,39.159,0,0,0,0,3.9257,0,0,0,0,5.1105,0,0,0,0,10.311,0,0,0,0,3.5982,0,0,0,0,1.175,0,0,0,0,21.537,0,0,0,0,3.1736,0,0,0,0,16.342,0,0,0,0,13.457,0,0,0,0,3.9676,0,0,0,0,2.1224,0,0,0,0,7.0823,0,0,0,0,8.4754,0,0,0,0,2.7979,0,0,0,0,10.334,0,0,0,0,20.757,0,0,0,0,19.752,0,0,0,0,3.1526,0,0,0,0,17.075,0,0,0,0,2.0238,0,0,0,0,5.2213,0,0,0,0,22.011,0,0,0,0,13.73,0,0,0,0,33.093,0,0,0,0,1
3.5666,0,0,0,0,21.127,0,0,0,0,3.2569,0,0,0,0,12.073,0,0,0,0,1.2685,0,0,0,0,7.0543,0,0,0,0,6.0756,0,0,0,0,27.095,0,0,0,0,6.019,0,0,0,0,6.7159,0,0,0,0,11.601,0,0,0,0,5.9463,0,0,0,0,1.5189,0,0,0,0,16.83,0,0,0,0,2.9601,0,0,0,0,17.839,0,0,0,0,9.1019,0,0,0,0,4.6023,0,0,0,0,2.2142,0,0,0,0,6.3969,0,0,0,0,9.6537,0,0,0,0,3.8023,0,0,0,0,11.222,0,0,0,0,20.006,0,0,0,0,22.004,0,0,0,0,3.4284,0,0,0,0,23.655,0,0,0,0,1.6455,0,0,0,0,3.6754,0,0,0,0,33.956,0,0,0,0,10.401,0,0,0,0,38.634,0,0,0,0,-1
4.6759,0,0,0,0,29.813,0,0,0,0,4.2908,0,0,0,0,16.977,0,0,0,0,3.8638,0,0,0,0,9.4071,0,0,0,0,8.6244,0,0,0,0,39.619,0,0,0,0,8.0957,0,0,0,0,8.4419,0,0,0,0,17.219,0,0,0,0,7.7249,0,0,0,0,2.0462,0,0,0,0,24.218,0,0,0,0,3.3494,0,0,0,0,26.115,0,0,0,0,10.862,0,0,0,0,6.5217,0,0,0,0,2.5673,0,0,0,0,9.6767,0,0,0,0,11.936,0,0,0,0,5.4657,0,0,0,0,15.798,0,0,0,0,29.174,0,0,0,0,32.81,0,0,0,0,5.0543,0,0,0,0,34.081,0,0,0,0,2.0908,0,0,0,0,4.5859,0,0,0,0,46.721,0,0,0,0,14.918,0,0,0,0,55.03,0,0,0,0,1
3.702,0,0,0,0,30.824,0,0,0,0,6.6504,0,0,0,0,16.206,0,0,0,0,2.4121,0,0,0,0,12.769,0,0,0,0,6.9627,0,0,0,0,58.969,0,0,0,0,6.1571,0,0,0,0,7.1588,0,0,0,0,16.186,0,0,0,0,5.7843,0,0,0,0,1.7745,0,0,0,0,34.694,0,0,0,0,3.6138,0,0,0,0,25.987,0,0,0,0,17.494,0,0,0,0,6.5388,0,0,0,0,3.238,0,0,0,0,10.231,0,0,0,0,12.308,0,0,0,0,5.0047,0,0,0,0,16.156,0,0,0,0,32.522,0,0,0,0,32.191,0,0,0,0,4.2723,0,0,0,0,27.659,0,0,0,0,2.9576,0,0,0,0,7.4461,0,0,0,0,35.085,0,0,0,0,21.179,0,0,0,0,52.812,0,0,0,0,1
10.089,0,0,0,0,97.786,0,0,0,0,16.603,0,0,0,0,48.002,0,0,0,0,2.9666,0,0,0,0,36.088,0,0,0,0,19.885,0,0,0,0,188.94,0,0,0,0,17.942,0,0,0,0,19.597,0,0,0,0,49.851,0,0,0,0,16.745,0,0,0,0,4.3883,0,0,0,0,103.86,0,0,0,0,11.41,0,0,0,0,78.816,0,0,0,0,51.149,0,0,0,0,19.276,0,0,0,0,7.0627,0,0,0,0,32.027,0,0,0,0,37.271,0,0,0,0,12.06,0,0,0,0,50.069,0,0,0,0,103.55,0,0,0,0,96.706,0,0,0,0,16.521,0,0,0,0,80.064,0,0,0,0,8.0304,0,0,0,0,22.705,0,0,0,0,99.62,0,0,0,0,64.954,0,0,0,0,156.09,0,0,0,0,1
