@relation arousal 

@attribute Theta_1 numeric
@attribute Alpha_1 numeric
@attribute LowBeta_1 numeric
@attribute HighBeta_1 numeric
@attribute Gamma_1 numeric
@attribute Theta_2 numeric
@attribute Alpha_2 numeric
@attribute LowBeta_2 numeric
@attribute HighBeta_2 numeric
@attribute Gamma_2 numeric
@attribute Theta_3 numeric
@attribute Alpha_3 numeric
@attribute LowBeta_3 numeric
@attribute HighBeta_3 numeric
@attribute Gamma_3 numeric
@attribute Theta_4 numeric
@attribute Alpha_4 numeric
@attribute LowBeta_4 numeric
@attribute HighBeta_4 numeric
@attribute Gamma_4 numeric
@attribute Theta_5 numeric
@attribute Alpha_5 numeric
@attribute LowBeta_5 numeric
@attribute HighBeta_5 numeric
@attribute Gamma_5 numeric
@attribute Theta_6 numeric
@attribute Alpha_6 numeric
@attribute LowBeta_6 numeric
@attribute HighBeta_6 numeric
@attribute Gamma_6 numeric
@attribute Theta_7 numeric
@attribute Alpha_7 numeric
@attribute LowBeta_7 numeric
@attribute HighBeta_7 numeric
@attribute Gamma_7 numeric
@attribute Theta_8 numeric
@attribute Alpha_8 numeric
@attribute LowBeta_8 numeric
@attribute HighBeta_8 numeric
@attribute Gamma_8 numeric
@attribute Theta_9 numeric
@attribute Alpha_9 numeric
@attribute LowBeta_9 numeric
@attribute HighBeta_9 numeric
@attribute Gamma_9 numeric
@attribute Theta_10 numeric
@attribute Alpha_10 numeric
@attribute LowBeta_10 numeric
@attribute HighBeta_10 numeric
@attribute Gamma_10 numeric
@attribute Theta_11 numeric
@attribute Alpha_11 numeric
@attribute LowBeta_11 numeric
@attribute HighBeta_11 numeric
@attribute Gamma_11 numeric
@attribute Theta_12 numeric
@attribute Alpha_12 numeric
@attribute LowBeta_12 numeric
@attribute HighBeta_12 numeric
@attribute Gamma_12 numeric
@attribute Theta_13 numeric
@attribute Alpha_13 numeric
@attribute LowBeta_13 numeric
@attribute HighBeta_13 numeric
@attribute Gamma_13 numeric
@attribute Theta_14 numeric
@attribute Alpha_14 numeric
@attribute LowBeta_14 numeric
@attribute HighBeta_14 numeric
@attribute Gamma_14 numeric
@attribute Theta_15 numeric
@attribute Alpha_15 numeric
@attribute LowBeta_15 numeric
@attribute HighBeta_15 numeric
@attribute Gamma_15 numeric
@attribute Theta_16 numeric
@attribute Alpha_16 numeric
@attribute LowBeta_16 numeric
@attribute HighBeta_16 numeric
@attribute Gamma_16 numeric
@attribute Theta_17 numeric
@attribute Alpha_17 numeric
@attribute LowBeta_17 numeric
@attribute HighBeta_17 numeric
@attribute Gamma_17 numeric
@attribute Theta_18 numeric
@attribute Alpha_18 numeric
@attribute LowBeta_18 numeric
@attribute HighBeta_18 numeric
@attribute Gamma_18 numeric
@attribute Theta_19 numeric
@attribute Alpha_19 numeric
@attribute LowBeta_19 numeric
@attribute HighBeta_19 numeric
@attribute Gamma_19 numeric
@attribute Theta_20 numeric
@attribute Alpha_20 numeric
@attribute LowBeta_20 numeric
@attribute HighBeta_20 numeric
@attribute Gamma_20 numeric
@attribute Theta_21 numeric
@attribute Alpha_21 numeric
@attribute LowBeta_21 numeric
@attribute HighBeta_21 numeric
@attribute Gamma_21 numeric
@attribute Theta_22 numeric
@attribute Alpha_22 numeric
@attribute LowBeta_22 numeric
@attribute HighBeta_22 numeric
@attribute Gamma_22 numeric
@attribute Theta_23 numeric
@attribute Alpha_23 numeric
@attribute LowBeta_23 numeric
@attribute HighBeta_23 numeric
@attribute Gamma_23 numeric
@attribute Theta_24 numeric
@attribute Alpha_24 numeric
@attribute LowBeta_24 numeric
@attribute HighBeta_24 numeric
@attribute Gamma_24 numeric
@attribute Theta_25 numeric
@attribute Alpha_25 numeric
@attribute LowBeta_25 numeric
@attribute HighBeta_25 numeric
@attribute Gamma_25 numeric
@attribute Theta_26 numeric
@attribute Alpha_26 numeric
@attribute LowBeta_26 numeric
@attribute HighBeta_26 numeric
@attribute Gamma_26 numeric
@attribute Theta_27 numeric
@attribute Alpha_27 numeric
@attribute LowBeta_27 numeric
@attribute HighBeta_27 numeric
@attribute Gamma_27 numeric
@attribute Theta_28 numeric
@attribute Alpha_28 numeric
@attribute LowBeta_28 numeric
@attribute HighBeta_28 numeric
@attribute Gamma_28 numeric
@attribute Theta_29 numeric
@attribute Alpha_29 numeric
@attribute LowBeta_29 numeric
@attribute HighBeta_29 numeric
@attribute Gamma_29 numeric
@attribute Theta_30 numeric
@attribute Alpha_30 numeric
@attribute LowBeta_30 numeric
@attribute HighBeta_30 numeric
@attribute Gamma_30 numeric
@attribute Theta_31 numeric
@attribute Alpha_31 numeric
@attribute LowBeta_31 numeric
@attribute HighBeta_31 numeric
@attribute Gamma_31 numeric
@attribute Theta_32 numeric
@attribute Alpha_32 numeric
@attribute LowBeta_32 numeric
@attribute HighBeta_32 numeric
@attribute Gamma_32 numeric
@attribute class {-1,1}

@data
1854.4,1534.3,1641.6,1739.6,1403.9,3349.3,1439.3,1487.2,1503.5,1307.1,1380.4,1282.5,1275.7,1296.4,1087.5,2493.8,1611.9,1556.7,1594.4,1572.4,1378.8,1494.9,1366.3,1534.6,1360.5,1960.2,919.63,621.89,656.11,548.61,1809.6,979.17,852.53,959.91,868.29,3802.9,1673.4,1228.1,1456.6,1277.1,1898,880.91,704.26,873.22,771.63,1763.3,747.93,449.1,414.3,376.28,2613.5,901.68,564.98,566.87,521.13,1825.6,820.66,562.3,595.11,569.08,933.18,706.14,378.12,335.86,302.62,3133.8,1275.7,794.01,892.34,808.9,1058.7,837.95,448.83,409.45,401.42,3213.5,991.78,562.35,572.4,517.07,2183.6,1149,750.84,821.08,726.55,1637.7,844.79,543.02,591.84,536.29,1068,786.32,396.3,340.14,260.88,1904.6,918.88,584.23,636.61,580.73,2155.5,1519.8,1166.5,1839.7,1618.9,2689.5,1791.8,1749.5,2177.6,1885,2490.7,856.11,509.42,494.84,425.97,3374.3,1037.3,698.56,751.64,638.78,3791.3,1409.6,976.41,1284,1143.2,1551.1,1328.9,1042.7,1042.7,1051.5,3766.7,1394.5,1006.7,1339.2,1022.1,944.62,629.21,422.03,430.75,384.15,1265.7,896.79,502.72,542.93,405.67,4278.6,1207.6,877.22,947.86,746.04,2388.6,1079.4,595.79,650.63,546.66,4739.1,1333.8,721.74,738.67,702.99,1
1821.9,798.62,677.49,741.53,760.98,5553.7,1491.7,950.67,1055,1191.6,2280.6,935.7,790.7,812.62,891.35,3963,1640.5,1494.5,1642.9,1835.8,1073.6,947.99,1276.8,1496.3,1537,3362.5,1076.7,837.8,922.87,1063.3,2532.8,1013.1,927.66,1015.4,1081,7615.5,2774.2,2629,3272.7,3449.9,2423.7,889.34,943.72,1066.8,1113.6,2519,922.03,836.05,914.83,1043,4017.3,1111.8,808.23,993.52,1099.1,2356.6,1243.7,1640.8,1733.3,1846.7,1226.8,592.92,561.9,586.9,612.59,5673.8,1888.2,1578.3,1893,2168.3,1955.5,974.59,1102.9,1276.5,1345.7,5016.5,1311.5,873.46,1078.4,1229.5,3979.2,1480.2,1292.2,1511.5,1771,2490.4,864.87,667.39,752.01,847.9,1509.4,650.46,504.98,511.78,546.97,3161.1,967.85,746.94,785.14,896.71,3476.2,1620.2,1729.6,1943.3,2266.5,2044.9,1154.3,1447,1813.7,1987.5,3978.6,1044.3,721.59,791.16,937.56,5702.1,1562,1138.8,1360.6,1602.9,5609.6,1513.6,1192,1542.7,1777.2,2400.9,1572.3,1663.1,1870,1955,5139,1413.7,1326.1,1649.8,1816,1594.2,648.37,556.65,614.67,728.97,2691.5,1105.5,1050.4,1157.1,1283.3,5740.9,1897.7,1974.7,2336.6,2369.6,4518.4,1513.1,1306.6,1477.9,1664.4,7089.5,1864.7,1295.5,1600.7,1800.6,1
1238.1,702.82,652.73,685.33,581.9,3738.1,1312.3,627.51,515.63,436.24,1677.1,821.13,462.9,375.58,315.5,3301.5,1184,594.28,478.36,466.39,786.36,631.07,519,411.63,409.15,2402.2,968.68,405.83,263.16,191.89,2218,788.77,384.55,352.3,285.67,5260.3,2163.9,790.66,435.7,444.25,1909.8,637.35,342.87,388.97,258.61,2252.8,746.54,332.23,220.28,174.46,2811.4,926.79,376.93,262.28,223.78,1897.2,597.08,334.45,269.25,245.48,966.27,510.34,291.97,200.78,169.97,3902.4,1549.3,577.23,412.35,379.03,1568.4,730.31,354.84,231.45,199.76,3478.4,1141.2,399.48,263.49,217.29,3286.3,1342.6,598.68,424.89,431.53,1780.7,682.58,406.45,327.77,302.82,1182.4,610.72,305.04,199.48,137.48,2214,860.75,463.78,314.99,329.39,3002.3,1288,810.1,937.02,838.59,1766.4,942.34,983.58,963.43,915.85,2733.2,927.23,371.13,252.42,182.6,3860.7,1349.1,480.32,354.51,243.84,3962.3,1252.1,534.72,463.72,487.59,1437.4,693.79,414.73,355.78,402.88,3943.6,1013.2,463.8,475.06,373.67,1196.8,578.63,282.43,214.14,169.36,1988.6,934.2,387.42,270.06,194.95,4752.2,1068.2,429.65,314.83,280.95,3055.2,1297.8,468.66,310.53,251.95,5091.8,1520,522.06,357.71,285.97,-1
1569.5,938.72,837.97,926.32,830.64,3004.1,1050.1,830.45,866.16,821.19,1594,851.51,785.3,695.14,619.2,2554.9,1190.4,1056.5,1159.7,1182.8,1050.7,1005.9,1112.8,936.72,956.76,2072,798.68,577.35,470.5,458.54,1686.5,854.19,630.26,688.04,720.54,4693.9,1637,1052.3,907.19,988.13,1372.6,696.36,698.56,696.82,698.58,1658.5,713.77,424.42,362.28,316.67,2189.8,773.58,546.39,492.63,538.42,1347.4,621.58,510.44,489.13,501.92,781.26,583.37,356.64,291.14,276.04,3437.7,1090.5,674.29,556.45,587.01,1378.8,645.92,405.27,294.91,283.17,2782.8,850.12,618.72,571.2,617.41,2780.6,1015.9,579.56,463.19,446.23,1465.8,610.61,392.46,323.06,320.32,1065.3,620.11,354.85,243.32,181.06,1855.8,706.1,500.14,430.25,423.28,2300.9,829.75,604.69,575.3,623.12,1190.5,625.36,449.44,363.38,351.24,2226.3,719.69,551.85,505.61,520.21,3226.3,943.13,716.02,674.93,705.66,2997.5,891.11,763.71,721.98,793.44,1149.7,633.52,401.73,330.92,296.82,2680.4,848.43,738.04,760.95,820.24,1043.8,540.68,369,273.9,241.5,1795.1,853.96,404.84,282.85,259.02,3118.7,985.88,838.27,868.5,946.08,2768.1,1012.2,542.67,424.89,438.7,3931.9,1110.5,863.19,821.66,905.75,-1
3441.6,1125.8,781.71,683.5,701.43,2275.6,1026.2,762.38,605.67,638.44,4472.8,1495.6,754.51,567.37,502.89,3038.5,1341.2,1024.3,814.28,928.45,24864,6280.2,2916.7,2290,2250.7,7428.7,2511.5,1122.4,787.49,666.28,4749.5,1171.9,491.12,421.55,411.29,5290.2,2259.8,1274,1000.1,1038.8,6483,1998.4,974.19,814.8,750.52,8757.2,2813.1,1247.8,877.93,753.19,7566,2497.9,1127.3,785.83,680.63,8506.8,2640.2,1202.4,880.27,762.51,1605.3,813.22,427.85,350.53,310.2,2132.3,736.68,452.28,423.44,391.96,2662,1276.8,658.77,474.53,413.85,9763.6,3154.2,1417.1,999.82,858.57,7992.7,1739.5,913.11,824.18,747.43,4022.1,1677.5,841.58,582.66,538.17,2987.5,900.25,336.89,241.09,200.55,14197,3717.3,1626.4,1262.5,1082.5,4509.5,1030.3,458.48,418.26,373.45,3625.3,1230.1,554.19,404.05,362.11,15271,4677,2099.1,1526.6,1294.8,5311.4,1922,874.82,602.64,517.89,1077,799.46,364.5,230.91,200.82,5507.7,2532.9,1257.1,856.85,758.96,4834.2,1718.3,765.15,526.63,457.57,1458.7,803.91,359.45,241.54,206.7,13657,3969,1732,1274.8,1085.5,5380.5,2411.4,1127.7,763.43,641.9,7211.8,1994.3,860.2,661.37,558.7,2359,821.52,414.32,343.08,284.5,1
4181.3,1319.2,1040.4,924.85,883.88,2785.6,1113.3,710.92,625.12,554.31,5896.6,1798.1,763.47,604.9,489.79,3873.8,1349.9,585.46,459.38,374.68,30690,7207.2,2918.8,2496.6,2146.2,9735.7,2986.9,1113.1,813.87,682.81,5534.1,1190.4,562.72,507.27,431.85,6508.2,2469.1,1009,674.34,611.5,8250.1,2289.7,888.5,706.97,601.5,11359,3401.6,1260.8,919.06,765.56,9851.9,3015,1133.7,815.18,659.61,11070,3160.7,1229.4,957.34,821.84,1933.5,953.82,433.33,319.11,253.43,2509.1,822.18,497.1,434.05,369.41,3506.2,1463,625.76,421.32,347.34,12667,3772.2,1404.9,1015.7,849.13,9454.5,1872.1,1160.5,1078.5,945.65,5019.6,1947.9,866.98,599.25,487.1,3479.2,962.54,407.48,307.9,259.2,17909,4436.3,1770.4,1484.9,1283.8,5385.2,1107.2,521.38,487.29,420.25,4605.6,1482,599.62,486.95,387.27,19809,5607.8,2094.9,1600.5,1356.9,7016.8,2275.7,820.59,571.13,478.41,1393.8,922.89,361.22,251.11,186.17,7392,2952.1,1138.3,755.93,638.68,6291.4,2068.8,781.93,579.74,477.28,1975.4,953.74,370.81,252.65,189.73,17496,4772.6,1855.3,1483.7,1238.1,7316.4,2864.3,1064,688.15,559.27,9114.2,2395.1,976.63,822.52,682.62,2939,938.35,460.39,395.78,321.97,1
3514,1221.6,654.36,555.33,604.05,2454.5,1092.9,600.23,509.08,514.11,5393.7,1958.8,830.7,749.67,641.39,3575.3,1507.1,635.82,524.71,466.45,27636,7557.4,3125.2,3085.5,2645,8977.3,3150.3,1382.9,1304.2,1141.6,4823,1267.7,481.73,410.62,376.46,5927.6,2740.3,1727.3,1679,1639.3,7536.3,2444.7,1053,1021.1,899.24,10443,3495.8,1513,1436.3,1254.8,9067.7,3089.4,1355.3,1260.5,1102.6,10106,3333,1498.8,1437.5,1292.8,1821.5,914.16,456.24,349.72,320.31,2285.6,836.02,454.12,392.83,390.16,3433,1514.7,778.57,657.34,606.71,11667,3904.1,1725.5,1617.9,1420.4,7912.2,1886.7,768.7,722,689.28,4548.5,1971.1,940,794.16,739.84,3017.9,966.38,379.82,288.27,249.75,16164,4687.2,1943,1898.5,1639.2,4742.6,1228.1,607.2,576.03,551.84,4231.8,1525.4,819.1,819.27,711.97,18099,5894.8,2562.9,2451.9,2146.1,6544.3,2376.7,1060.8,1003,883.78,1366.4,944.19,402.76,278.76,253.58,7015.6,3208,1775.8,1667.2,1521.2,5783,2172.3,926.52,847.61,740.38,1871.2,1030.1,427.32,343.92,301.72,15879,5055.9,2115,2029.3,1746.6,6948.9,3007.7,1416.1,1280,1145.7,8227,2581.6,1042.1,991.55,832.72,2723.5,1043.7,482.65,419.47,363.69,1
4048.9,1058.2,450.16,416.75,358.98,2449,939.07,470,382.12,365.77,5511.8,1597.2,642.94,476.89,409.18,3576.9,1301.5,740.89,635.87,667.29,30472,7277.1,2552.3,2093.3,1997.7,8752.9,2511,899.36,682.08,577.24,5734.5,1417.1,521.12,421.3,406.68,5016.5,1995.1,1095.9,1066.3,1032.3,7793.5,2209.7,920.86,823.52,836.81,10394,2894.1,990.46,760.23,646.21,8923.3,2550.1,907.43,679.64,589,10302,2816.9,1041.8,817.31,732.19,1985.8,914.05,465.54,324.78,303.35,2615.7,845.05,493.53,417.48,399.73,2570.9,1160.3,512.51,424.74,392.16,11495,3255.6,1108.6,854.79,746.25,9604.5,1965.8,705.01,617.24,496.21,3819.5,1478.2,597.44,448.33,379.02,3405.9,1009.6,348.73,241.16,187.16,17543,4250.2,1405.7,1094.3,945.16,5568.8,1251.8,465.39,371.96,335.3,4316.1,1261.7,510,397.63,317.4,18303,4903.1,1672,1311.2,1137.3,6074.4,1874.8,674.86,518.19,452.92,1270.5,762.72,336.03,231.03,174.67,5379.7,2184.1,972.64,736.44,654.02,5709.9,1685.4,631.11,484.3,388.56,1636.4,778.11,303.54,212.22,172.29,16598,4258.9,1437.1,1115.2,938.08,5726.1,2277.2,938.17,695.9,578.81,8920.7,2244.8,762.51,605.37,480.09,2965.2,917.45,404.88,338.28,281.45,-1
3642.7,1161.7,814.57,845.68,833.36,2376.6,989.07,715.25,704.31,680.93,4785.9,1588.3,785.85,856.07,818.96,3148.9,1181.8,591.84,608.21,535.06,26589,6702.8,3106.5,3612.4,3458.5,7810.5,2635.3,1321.8,1479.1,1445.2,5000.1,1146.6,522.02,492.49,469.97,4984.3,2286,1801.4,1951.7,1952.9,6869.2,2065.3,1050.7,1200.4,1144.6,9268.3,2973.5,1435.8,1651.4,1596.7,8014.4,2643.1,1291.8,1473,1397.1,9127,2811.6,1448.5,1659,1612.2,1823.4,864.84,425.35,342.12,297.87,2343.5,792.43,466.9,427.89,394.81,2693.3,1241.1,731.04,770.8,726.55,10329,3304.5,1632.9,1883,1809.3,8392.8,1773.5,914.74,936.31,897.97,3785.9,1618.1,933.04,969.75,912.3,3117.7,891.63,362.47,323.49,310.27,15239,4050.1,1912.1,2202.4,2139,4855.1,1148.9,660.54,747.96,680.82,3849.4,1300.6,809.77,879.51,810.38,16227,4977.2,2450.2,2838,2755.4,5532.9,1998.9,1007.7,1143.6,1114.5,1173.8,801.06,398.58,332.66,292.28,5383.6,2591.7,1725.8,1954.8,1896.1,5083.2,1793.2,873.68,965.28,922.11,1551,815.66,421.75,408.82,370.24,14560,4285,2036.4,2335.4,2249.7,5445,2482.6,1319.8,1477.6,1408.2,7707.9,2202.9,1002.6,1125.8,1078,2600.8,901,463.1,455.87,413.16,1
4060.8,1225.6,630.04,699.76,681.85,2607,1091.5,638.22,701.52,679.02,5552.9,1716.6,887.75,910.63,837.54,3668.1,1423.6,921.66,857.67,842.15,30312,7127.6,3693.1,4061.9,3936.2,8980.9,2817.3,1465.7,1634.4,1555.3,5607.4,1274.4,617.05,586.4,584.13,5851.7,2700.9,2319.1,2515.7,2444.8,7936.4,2347.4,1519.5,1570.8,1589.7,10635,3190.6,1610.6,1815.8,1712.1,9188.9,2812,1443.2,1614.7,1500.9,10440,3068.3,1703.7,1790.7,1786,1969.3,906.51,496.72,412.15,380.15,2542.8,920.16,564.22,481.53,519.11,2969.8,1409.9,838.25,892.06,860.44,11844,3538.4,1841,2078.7,1965.5,9428.4,1917.9,819.64,770.86,789.26,4279.6,1856.7,958.41,1103.9,1010,3382,928.76,395.83,339.12,330.93,17524,4278.3,2116.9,2323.7,2244.3,5454.6,1245.9,741.8,778.32,774.1,4416.2,1429,1017,1099.3,952.14,18679,5277.3,2756.1,3108.3,2972.1,6343.3,2133.4,1135.3,1280.9,1229.4,1317.2,862.33,471.27,383.45,340.17,6057.4,2894.9,2041.1,2312.1,2308.8,5825.7,1948.9,995.46,1054.4,954.28,1722.7,929.39,447.75,432.25,382.05,16739,4569.1,2269.4,2491.4,2341.4,6117.2,2690.5,1466.9,1591.7,1528.2,8867.6,2331.1,1105.1,1149.8,1079.2,2944.3,942.61,494.18,425.11,417.6,1
4790.6,1274.7,879.18,771.46,783.89,2742.3,1032.9,700.99,611.25,592.2,6442.5,1752.2,747.01,645.47,584.53,4213.1,1401,793.21,704.06,723.94,36145,7838.9,3165,2850.9,2769.2,10248,2893.3,1124.7,983.79,912.65,6847.6,1439.1,575.25,522.26,482.04,5784.9,2372.9,1315.9,1259.1,1305,9196.8,2469.4,1132.2,1120.4,1104.6,12257,3300.6,1248.1,1096.6,1015.5,10561,2905.9,1123.3,982.74,897.69,12088,3169.8,1290.9,1146.2,1090.4,2302,912.06,497.31,378.01,325.34,3005,878.29,503.94,449.24,418.49,3104.8,1356.9,622.8,532.71,509.52,13629,3676.4,1411.3,1235.7,1161.9,11495,2230.5,1057.9,866.51,836.41,4274.6,1802,780.18,635.52,596.06,4087.3,1015.2,391.04,286.81,261.34,20668,4599,1782,1585.1,1471,6643.5,1333,570.86,509.46,462.06,5137.3,1448.3,625.23,548.22,485.74,21577,5529.7,2146.8,1897.8,1777.2,7156.5,2180.9,859.53,746.37,698.84,1523.7,876.97,374.4,273.15,222.02,6420.8,2677.1,1271.4,1077.6,993.6,6734.1,1961.9,773.44,654.86,588.25,1946.2,868.47,358.28,289.35,242.83,19614,4778.6,1816.5,1601.9,1478.4,6735.8,2628.7,1086.6,914.46,837.67,10501,2446.4,945.49,834.34,741,3425.9,983.41,452.8,386.13,339.59,1
5308.1,1308.5,561.89,542.84,512.28,3205.8,1101.7,558.25,491.41,455.37,6962.4,1997.6,839.97,719.98,670.71,4485.8,1462.8,726.07,617.73,569.59,39389,8906.9,3530.4,2883.2,2910.8,11052,3258.8,1417.1,1192.2,1148.6,7573.8,1568.6,515.4,431.76,398.47,6670.9,2614.9,1421.1,1295.3,1211,10003,2596.7,1124.7,965.49,939.5,13274,3647.7,1591.5,1292.5,1268.7,11449,3178.4,1430.5,1142.2,1117.5,13088,3519.2,1538.5,1305.4,1279.7,2403,939.55,434.05,379.92,324.7,3262.7,979.15,477.82,447.95,422.5,3410.1,1420.7,758.68,600.73,614.51,14781,4042.2,1810.4,1456.4,1433.9,12602,2527.5,796.71,747.67,721.31,5054,1984.2,924.8,731.82,695.92,4572.5,1038,360.73,273.79,241.19,22538,5348.6,2104.3,1764.1,1718.4,7223,1526.6,554.99,479.38,482.27,5562.1,1540.3,762.86,628.92,589.7,23357,6260,2697.1,2239.9,2189.3,7690.3,2407,1098.1,899.23,877.68,1588.8,797.07,359.83,266.24,221.45,6974.3,2923.4,1561.5,1265.4,1266.2,7242.6,2174.7,948.35,763.78,744.6,2051.8,878.96,402.02,317.75,289.26,21211,5463.6,2235,1872.9,1811.6,7143.6,2883.2,1446.1,1138.7,1106.7,11325,2859.2,1080.1,932.05,875.31,3609.1,1086.7,464.71,406.05,379.6,1
4155.5,1159.9,753.7,590.69,597.46,2611.6,982.36,589.57,427.2,405.05,5459.8,1625.6,661.91,526.42,441.11,3618.3,1319.5,548.12,428.79,336.76,29942,6159.5,2394.1,2039,1805.2,8656.5,2542.9,1024.3,829.69,714.03,5727,1168.1,425.5,342.86,296.61,5412.6,2186.4,1278.3,954.34,1051.2,7675.8,1936.1,790.42,669.61,578.85,10300,2885.5,1137.4,913.73,786.13,8867.9,2589.8,1029.3,816.53,701.3,10137,2645,1140.1,953.56,825.73,2046.2,997.73,474.99,344.63,288.89,2674.1,882.52,500.38,408.16,347.94,2773.8,1278.7,613.85,471.22,406.28,11418,3199.4,1279.8,1024.7,881.87,9688.9,1678.9,780.99,660.36,629.66,4124.2,1661.5,742.82,557.02,462.5,3494.2,924.7,346.57,249.8,193.67,17227,3733.5,1445.2,1257.8,1094.4,5584.3,1075.1,484.27,416.61,362.65,4281.2,1355.2,671.09,530.57,492.3,18105,4662.7,1870.9,1555.8,1350.4,6099,1932.2,779.69,625.99,535.97,1324.5,961.39,401.9,259.62,205.41,5677.6,2556,1265,1011.2,953.84,5658.8,1837.9,721.87,578.37,495.94,1693.5,954.21,357.17,258.23,208.74,16339,4090.5,1598.1,1328.9,1150.7,5899.5,2483.8,1037.6,793.68,684.02,8775.3,2150.3,822.23,680.12,587.38,2975.7,952.17,447.66,338.71,298.23,1
4717.9,1318.3,651.47,600.48,540.19,2967.9,1131.4,605.17,501.73,465.84,6788.1,1936.4,826.39,701.66,617.76,4444.3,1478.5,740.95,607.77,596.41,36105,8175.7,3406,3002.6,2819,11056,3131.6,1379.7,1201.6,1095.9,6461.8,1493.5,538.42,440.83,403.91,6589,2747.5,1711.4,1518.3,1526.7,9522.7,2510.7,1183.6,1093.7,1040.1,12967,3578.5,1518.1,1315.3,1205,11235,3201.3,1369.9,1163.9,1063.8,12728,3375.1,1494.4,1347.2,1264.5,2250.4,1053.4,464.59,346,266.95,2915.5,937.82,483.33,390.64,332.72,3748.8,1526.5,752.63,632.53,590.67,14444,4003.4,1711.7,1487.7,1372.7,10907,2180.4,851.97,730.63,643.84,5087.2,1958.3,924.81,758.89,684.2,3826.3,1088.1,394.98,282.38,230.46,20919,4914,2002.7,1757.4,1609.2,6333.1,1376.6,638.88,561.59,536.8,5314.7,1559.1,818.91,682.86,653.09,22697,5962.5,2554.4,2265.8,2083,7868.3,2354.5,1052.5,925.84,852.02,1607.9,942.21,414.71,290.96,245.26,7781.3,3068,1613.7,1384.7,1357.4,7153.1,2149.5,927.54,770.43,695.78,2118,1056,452.74,325.32,288.86,20204,5166,2136.6,1862.2,1682.7,7834.5,2990.1,1361.8,1157.7,1056.9,10603,2655.3,1066.7,919.06,796.45,3492.9,1086.3,494.76,393.84,328.66,1
3647.8,1087.8,771.65,713.51,674,2118.9,853.35,556.92,529.48,473.3,4432.2,1169.4,574.14,489.07,407.74,2875.1,1041.6,631.7,510.3,560.08,25680,5156.7,2092.1,1912.4,1845.2,6770.6,1690.6,755.19,628.83,540.86,5134.5,1163.7,443.38,397.04,360.73,3632.4,1330.4,826.55,691.76,696.72,6288.3,1492.3,692.22,605.28,576.14,8207.1,2031.4,840.19,691.56,606.13,7048.8,1849.3,781.22,636.28,536.63,8117.4,1877.5,837.39,715.89,660,1830.8,866.33,461.98,343.79,308.43,2377.5,801.48,508.45,443.37,434.14,1744.3,884.39,518.33,438.29,408.97,9048.5,2246,930.55,776.05,679.77,8649.5,1721.8,811.41,741.5,704.17,2781.3,1099.7,559.47,471.49,377.83,3088,883.99,333.25,263.19,211.96,14573,2934.5,1179.3,1065.6,967.67,4896.4,1042.1,414.03,392.22,357.37,3553.3,1040.3,470.93,384.36,313.57,14539,3276.9,1393.6,1191.8,1069.9,4567.4,1269.4,568.51,459.2,404.27,1105.6,807.67,370.64,247.44,186.76,3228.1,1488.1,838.91,687.57,613.26,4528.5,1332.6,563.77,465.4,390.12,1202.4,734.1,318.09,219.55,176.96,13566,3025,1248.8,1068.1,951.03,3771.1,1492.5,762.81,603.53,512.05,7504.2,1671.8,699.92,607.04,533.88,2577.6,772.5,437.74,375.62,365.64,1
3872.3,1190.9,1147.3,1144.6,1029,2163.9,921.56,798.13,736.52,685.97,5062.7,1389.5,736,689.76,573.59,3346.1,1170.1,790.18,745.8,679.82,29892,6338.8,3045.4,3344.2,2754.7,8033.6,2179,973.43,884.92,713.95,5798,1249.1,652.92,723.41,592.7,4069.7,1857.2,1369,1300.9,1355.2,7436.9,1956,1242.6,1242.9,1173.9,9801.3,2554.5,1070.1,1005.7,820.65,8459.4,2286.7,972.02,890.1,728.29,9656.6,2395.4,1194.5,1176,969.75,1970.3,900.11,491.81,413.44,350.78,2561.9,844.56,531.24,532.35,478.8,2143.6,1011.9,518.65,420.56,393.91,10872,2801.7,1204.7,1131.9,922.73,9707.7,1921.7,1300,1328.3,1092.3,3088.8,1273,755.43,600.03,516.84,3456,889.65,401.24,388.04,303.25,16985,3620.5,1688.8,1810.6,1442.8,5597.9,1129.2,604.17,638.3,518.55,4137.3,1230.2,566.66,508.79,428.14,17337,4187.7,1857.2,1838.7,1488,5546.1,1623,698.67,610.05,510.85,1271.3,835.05,373.62,256.51,204.69,4187.1,1934.9,992.8,769.51,696.82,5293.5,1565.1,700.76,639.37,503.99,1461.3,749.55,354.79,256.56,204.44,15868,3728.7,1674,1728.3,1348.3,4662.4,1933.8,890.79,702.84,554.6,8565.2,1996.1,917.93,987.84,748.17,2814,859.74,441.88,451.3,354.93,1
