@Theta_1,Alpha_1,LowBeta_1,HighBeta_1,Gamma_1,Theta_2,Alpha_2,LowBeta_2,HighBeta_2,Gamma_2,Theta_3,Alpha_3,LowBeta_3,HighBeta_3,Gamma_3,Theta_4,Alpha_4,LowBeta_4,HighBeta_4,Gamma_4,Theta_5,Alpha_5,LowBeta_5,HighBeta_5,Gamma_5,Theta_6,Alpha_6,LowBeta_6,HighBeta_6,Gamma_6,Theta_7,Alpha_7,LowBeta_7,HighBeta_7,Gamma_7,Theta_8,Alpha_8,LowBeta_8,HighBeta_8,Gamma_8,Theta_9,Alpha_9,LowBeta_9,HighBeta_9,Gamma_9,Theta_10,Alpha_10,LowBeta_10,HighBeta_10,Gamma_10,Theta_11,Alpha_11,LowBeta_11,HighBeta_11,Gamma_11,Theta_12,Alpha_12,LowBeta_12,HighBeta_12,Gamma_12,Theta_13,Alpha_13,LowBeta_13,HighBeta_13,Gamma_13,Theta_14,Alpha_14,LowBeta_14,HighBeta_14,Gamma_14,Theta_15,Alpha_15,LowBeta_15,HighBeta_15,Gamma_15,Theta_16,Alpha_16,LowBeta_16,HighBeta_16,Gamma_16,Theta_17,Alpha_17,LowBeta_17,HighBeta_17,Gamma_17,Theta_18,Alpha_18,LowBeta_18,HighBeta_18,Gamma_18,Theta_19,Alpha_19,LowBeta_19,HighBeta_19,Gamma_19,Theta_20,Alpha_20,LowBeta_20,HighBeta_20,Gamma_20,Theta_21,Alpha_21,LowBeta_21,HighBeta_21,Gamma_21,Theta_22,Alpha_22,LowBeta_22,HighBeta_22,Gamma_22,Theta_23,Alpha_23,LowBeta_23,HighBeta_23,Gamma_23,Theta_24,Alpha_24,LowBeta_24,HighBeta_24,Gamma_24,Theta_25,Alpha_25,LowBeta_25,HighBeta_25,Gamma_25,Theta_26,Alpha_26,LowBeta_26,HighBeta_26,Gamma_26,Theta_27,Alpha_27,LowBeta_27,HighBeta_27,Gamma_27,Theta_28,Alpha_28,LowBeta_28,HighBeta_28,Gamma_28,Theta_29,Alpha_29,LowBeta_29,HighBeta_29,Gamma_29,Theta_30,Alpha_30,LowBeta_30,HighBeta_30,Gamma_30,Theta_31,Alpha_31,LowBeta_31,HighBeta_31,Gamma_31,Theta_32,Alpha_32,LowBeta_32,HighBeta_32,Gamma_32,class
4404.2,2453.4,1636.6,1199.4,1215.5,6295.9,3575.8,1865.7,1277.9,1205.3,8418.1,4585.5,2202.4,1469.5,1329.1,35362,19878,8890.5,5556.5,4884.9,9356.4,5126.5,2422,1707.1,1747.9,5588.7,3002.8,1418.7,959.28,858.87,10738,6227.1,2629.5,1621.6,1363.4,2077.7,1136.5,920.31,1044.6,1044.2,2457,1468.8,749.68,702,699.52,4723.2,2336.4,1093.8,759.52,664.2,8036.9,4634.1,2017.4,1306.7,1141.3,10878,6357.4,2709.8,1697.8,1478.5,5878,3232,1430.2,905.01,769.85,15635,8867.5,3873.3,2448.1,2071.5,14491,7974.9,3522.4,2231,1874.7,3568.9,1819.1,839.73,545.58,449.21,6524.5,3727.7,1785.8,1534.3,1232.5,1886.2,965.75,843.86,457.35,572.1,9092.1,4834.7,2153.2,1338.9,1152.6,10466,5915.1,2602.2,1603.9,1425.2,16041,9382.7,4064.3,2815.5,2414.3,10170,6006.7,2735.2,1841,1578.4,7045.6,4123.4,1785.6,1158.6,1021.6,20002,11328,4921.6,3089,2656.4,25181,14087,6206.2,3983.6,3455.6,15889,8946.6,3900.3,2538.2,2133.9,22302,12539,5493.2,3552.8,3042.5,9896.5,5762.1,2491.3,1598.7,1393.9,2124.5,1162.5,536.03,335.53,295.05,11753,6610.7,2876.4,1783.8,1512.1,11717,6637.6,2897.5,1802.1,1525.4,14318,8028.2,3521.7,2234.3,1873,1
5083.8,2676.1,1557.7,1254.8,1211.3,7049.3,3609,1856.9,1345.3,1268.6,9308.4,4278.9,2214.5,1744.2,1465.4,39083,18773,9098.3,6501.1,5429.5,10415,4777.2,2422.2,1968.5,1734.3,6168.3,2818.7,1449.3,1115.4,963.62,11959,5966.2,2822,1899.9,1596.3,2403.6,1303.6,965.95,1011.4,1150.5,2783.5,1442.3,831.38,794.54,761.01,5059.2,2186.9,1114.6,889.05,763.77,8940.6,4436.2,2124.6,1542.2,1267.2,12137,6162.1,2893.6,2086.5,1681.7,6505.1,3074.6,1484.8,1078.9,873.39,17335,8402.1,4039.4,2880.8,2309.7,16036,7527,3630.9,2605.1,2086.1,3965.8,1774.9,865.68,634.85,526.1,7274.6,3754.2,1963.2,1574.2,1349.7,2039.1,929.67,740.26,582.89,619.11,10048,4517.7,2196.2,1605.8,1277.6,11628,5612.9,2685.6,1868.6,1496.5,18183,9144.1,4294.6,3098.4,2509.9,11565,5932,2745.5,2136,1704.5,7816.5,3964.8,1916.7,1374,1144.9,22099,10679,5128.3,3627.8,2918.2,27823,13245,6432.4,4636.1,3786.1,17447,8336.5,4061.2,2883,2390.4,24687,11838,5731.5,4130.9,3357.9,10986,5471.3,2632.4,1877.6,1533.9,2400.6,1170.9,546.87,378.96,312.89,13068,6255.3,2978.7,2072.6,1684.8,12972,6356,3016.5,2111.5,1703.4,15922,7618.6,3646.8,2583.3,2077,1
3095.2,2284.4,1891.2,1858.2,1826.5,4783.2,3149.2,2438.4,2363.6,2550.4,7395.3,4182.1,3155.4,3237,3343.7,29569,16674,12083,12009,12419,8216.7,4543.1,3639.5,3625.5,3688.2,4843.7,2676.9,2003.9,2056.9,2164.2,8792.2,5045.1,3567.3,3267.9,3456.7,1583.1,1284.2,1515.3,1651.8,1665.3,1784.3,1319.6,1060.8,1147.6,1234.5,3960,2031.7,1468.2,1496.1,1540.2,6456.3,3812.6,2726.4,2670.6,2782.5,8567.8,5151.4,3606.8,3417.2,3682.9,4871.5,2657.5,1900.2,1817.1,1887.4,12902,7237.4,5164.4,4956.5,5189.6,12230,6562.7,4671.8,4476.8,4674.2,3060,1569.5,1105.1,1068.6,1105.1,4687.3,3179.1,2325.7,2170,2250.7,1628,941.88,918.44,839.89,917.73,7675.4,3979.9,2800.4,2744.8,2838.7,8700.7,4896.5,3452.9,3317.6,3464.1,13014,7767.2,5539.9,5353.8,5696.9,8198.9,4999.9,3577.1,3585.7,3727.6,5523.7,3376.5,2418.4,2338,2482.8,16469,9310.4,6599,6401.8,6695.9,20936,11666,8315.6,8112.4,8485.8,13190,7269.9,5286.4,5181.7,5282.9,18545,10407,7409.4,7212,7575.5,7952.4,4723.4,3384.1,3279.3,3454.1,1821.3,1002.3,671.6,633,652.87,9764.2,5443.8,3813.4,3683.1,3845.4,9655.3,5478.9,3842.5,3696.7,3888.7,11952,6583,4660.1,4475.5,4707.4,1
4975.9,2226.5,1424.4,1410.6,1238.3,7022.4,3127.3,1737,1317.2,1332.7,8349.6,3991.6,1944.8,1742.1,1624.4,36002,17330,7700,6483.9,5783.3,9045.4,4330.8,2172.8,1900.7,1758.4,5453.2,2636.7,1251.5,1084.8,1012.8,11374,5450.1,2360.4,1716.4,1665.6,2144.7,1061.9,891.34,1072.8,1063.4,2719.6,1282,768.77,846.25,892.65,4296.2,2055,980.7,839.51,773.96,8472.6,4024.6,1798.9,1488.7,1381.2,11734,5507.4,2398.1,1909.8,1806.2,5878,2830.9,1286.3,1011.4,947.77,16067,7729,3459.1,2648,2483.9,14453,6976.2,3129.3,2403,2230.1,3406.1,1638.1,764.59,606.01,549.96,7130.4,3204.1,1580.3,1290.2,1203,1657.3,950.93,759.83,606.73,657.65,8713.6,4223,1909.5,1481.9,1346.3,10822,5189.9,2239.4,1637.1,1523.8,17379,8203.9,3621.9,2869.7,2677,11326,5283.8,2402.9,2087.3,2013.2,7574.4,3582.2,1628.2,1320.4,1259.2,20453,9837.2,4351.6,3362.8,3129,25510,12251,5540.7,4374.6,4104.9,15884,7770.9,3492.8,3002.5,2722,22753,10922,4866.9,3853.7,3661,10482,4977.3,2211.8,1738.1,1644.2,2199,1097.8,491.86,382.93,332.91,11974,5770.7,2539.5,1969.7,1800.6,12116,5814.1,2565.2,1977.6,1837,14634,7039.2,3130.6,2399.8,2230.4,-1
1880,1045.5,928.52,1002.5,1096.4,2004.6,1558.5,1516.3,1889.9,2002.6,1556.1,1114.5,1039.8,1204,1250.3,1367.3,649.58,590.75,519.61,539.39,1144.1,711.74,790.51,984.77,1040.4,2419.9,1049.6,1105.1,1387.8,1541.1,2933,1365.9,1457.4,1860.8,2025.9,1515.3,996.53,733.59,853.72,918.14,875.58,563.64,496.74,474.13,491.27,1585.6,939.9,808.68,659.71,695.37,1132.7,692.54,683.11,729.32,765,2922.1,1564.3,1726.1,2275.1,2455.2,2717.7,1245,1253.4,1544.3,1721.3,2189.4,1119,1106.1,1422.3,1528.4,4393.1,1705.2,1730,2199.1,2491.7,1729.9,1062.4,990.24,1162.5,1238.2,1263.8,705.17,560.76,511.59,485.34,1211.2,677.68,604.43,436.11,400.24,1452.9,706.52,621.02,526.83,581.33,1982,1174.7,1248.2,1591.4,1676.8,1411.6,928,778.17,784.14,823.44,1050.9,660.89,464.21,365.79,363.87,1738,836.9,791.01,915.58,966.08,1208.7,744.54,628.06,335.56,278.51,2844.1,1612.5,1433.9,1786.8,1985.3,1668.1,1514.8,1646.3,2008,1981,1897.9,1201.3,945.1,1116,1213.9,1637.6,1154,954.35,1059.5,1151.5,1768.9,1109.3,935.53,1144.2,1221.1,2186,992.39,981.07,1236,1371.9,1819,791.72,787.88,979.36,1081.9,2122,868.13,893.07,1114.2,1236.5,1
2434.4,1072.4,883.88,649.58,723.84,2843.8,1544.4,1334.7,1070,1279,1901.7,1125.1,1004.4,753.18,825.12,1340.3,762.17,633.25,604.85,489.64,1277.5,723.66,655.96,620.84,799.78,2283.8,1079.1,855.07,807.57,1024.7,2872.1,1355.3,1162.9,1050.4,1371.4,1823.2,1125.1,790.09,641.66,769.28,978.18,676.3,511.6,319.47,319.91,1535.4,804.77,748.74,429.68,455.15,1113.8,645.96,617.89,452.94,486.79,3272.6,1445.6,1242.9,1307.2,1577.9,2929.1,1096.8,927.18,947.26,1191.1,2238.8,1064.5,938.9,1037.1,1221.4,4312.9,1563.3,1227.8,1323.4,1651.7,1861,944.72,850.83,688.88,785.56,1209.6,688.87,585,356.02,375.84,1100.3,686.96,580.2,343.76,356.71,1437.8,852.18,589.56,383.95,404.93,2008.9,1157.1,958.18,907.26,1084.3,1692.8,940.19,790.99,576.17,729.4,1307.8,641.16,555.74,362.11,392.62,1850.2,817.05,701.63,544.69,631.71,1147.7,723.04,618.2,289.69,177.67,3366.5,1467.2,1207,1073.1,1314,1100.6,830.14,645.42,760.64,718.58,2270.8,1037.1,854.51,704.98,847.41,1825.5,957.17,896.98,642.29,743.53,2017.5,930.87,837.4,682.1,809.64,2064,761.36,687.51,718.2,900.58,1779.8,623.83,583.01,581.19,721.18,2073.9,768.53,699.59,682.22,852.89,1
2348.4,1206.7,934.83,1118.3,974.75,2617.9,1662.4,1476.8,2025.1,1791.1,1694.8,1151.9,1024.2,1260.8,1118,1314.7,621.8,670.17,531.7,502.99,1260.9,678.71,798.61,1090.8,944.47,2898.8,1143.1,1140.7,1585.1,1392,3507.6,1475.4,1426.3,2064.9,1831.8,1908.1,1058.4,889.92,932.97,842.58,766.66,602.15,523.14,512.79,432.55,1604.2,916.37,843.74,737.16,623.18,1070.5,745.38,670.18,788.16,692.46,3622.5,1715.9,1600.5,2476.8,2207.6,3412.5,1329.9,1280.4,1739.9,1566.6,2548.5,1182.3,1183.4,1586.7,1438.5,5222.4,1856.3,1740.8,2436.9,2254.4,1993.2,1077,972.15,1271.7,1113.8,994.15,685.99,599.29,539.92,466.89,765.29,633.96,588.71,454.38,374.81,1345.3,742.54,652.12,639.37,536.4,2282.9,1167.1,1178.2,1730.9,1511.1,1498.2,965.33,851.27,869.68,766.61,1031.3,676.74,550.97,390.07,383.23,1899.7,826.01,798.64,957.78,858.28,1062.5,704.72,675.91,356.16,229.67,3581.6,1685.2,1511.6,1996.9,1793.4,929.9,684.64,714.45,795.86,758.36,2340.3,1146.9,1035.2,1223.5,1094,1873,1093.8,1004.6,1201,1030.9,2188.7,1065,1007.7,1256.6,1099.2,2481.4,951.3,956.5,1384.3,1235.2,1990.5,790.33,809.83,1067.2,969.65,2365.4,911.58,913.58,1216.9,1118.2,1
1979.2,1057.1,956.8,932.83,984.17,2050.5,1497.5,1568.3,1781.9,1881.5,1573.4,1087.6,1077.5,1137.3,1178.5,1099.8,649.63,530.04,480.9,447.71,932.08,594.22,746.5,971.18,977.89,2089,999.68,1076.2,1310.4,1379.1,2509.5,1279.8,1412,1759.7,1825.6,1297.9,899.73,833.3,803.77,815.45,766.23,608.57,541.98,483.81,443.44,1587.6,837.2,781.2,625.88,616.04,1102.7,765.28,695.82,733,711.21,2508.8,1503.1,1693.4,2175.3,2254.2,2338.5,1244.8,1175,1453.1,1512.8,1811.6,1041.2,1150.1,1333.4,1396.2,3702.8,1574.9,1576.8,2031.5,2111.7,1631.2,1022.7,1007.4,1110.4,1138.1,1158.3,713.25,622.06,478.75,471.45,999.3,704.58,602.19,450.81,369.32,1240.9,758.59,639.46,520.28,521.84,1653.8,1116.3,1197,1549.9,1548.5,1087.7,955.86,774.6,726.28,770.23,896.91,698.06,468.05,316.32,323.72,1402.1,802.57,792.29,893.73,855.33,1173.9,595.22,665.06,343.61,241.02,2561.7,1463.5,1439.6,1697.1,1788.4,958.03,715.3,658.95,666.45,723.84,1638.1,1034.6,956.99,1057.2,1098,1520.6,944.11,1017.6,1045.8,1069.3,1591.5,956.31,977.4,1087.8,1120.7,1855,808.64,888.03,1158.3,1203.6,1509.5,722.71,729.04,904.91,938.41,1778.6,800.13,826.51,1034.4,1061.9,1
3198.3,1354.3,964.27,938.44,1052.2,2719,1603.9,1474.9,1660.6,1972.7,1680.9,1044.7,1005.1,1043.2,1225.8,1815.6,660.6,648.06,487.7,505.92,1566.7,701.69,751.73,890.14,1034.8,4023.3,1445.6,1079.7,1303.8,1487.4,4832.1,1773.2,1394.1,1694.6,1963.7,2389.1,1109.9,894.79,824.27,939.56,801.48,562.11,537.47,448.05,471.67,2239.2,1056.7,842.01,611.43,664.78,1278.2,736.16,661.02,638.95,743.94,4767.1,1856,1644.3,2045.6,2386.9,4886,1694.7,1274.5,1439.3,1667,3497.3,1387.5,1126.3,1289.4,1509.2,7875.8,2592.3,1772.1,2033.2,2368.7,2641.9,1271.4,1006.5,1050.1,1213.4,1234.7,755.52,622.07,453.07,478.24,792.64,679.61,589.56,403.9,374.28,1643.7,854.86,581.49,530.2,556.19,2841.2,1294.4,1191.6,1412.7,1643,1728.9,880.44,797.49,729.1,809.47,1475,673.06,515.18,340.49,363.1,2647,926.5,774.81,817.38,924.12,1587.6,765.1,699.47,321.67,249.9,5010.5,2004.2,1510.9,1655.9,1939.3,1366.6,1156.8,1201.2,1382.6,1490.7,3148.2,1319.8,1003.6,1022.1,1193.1,2489,1300.8,1028.6,1005.3,1137.7,2886.3,1258,986.17,1052.7,1210,3555.2,1252.4,916.76,1129.1,1307,2898.9,1022.7,753.21,868.04,1014.4,3489.6,1213.8,875.19,1017.7,1157,1
2655.4,1330.9,975.75,1064.5,1162.1,3137.3,1986.7,1553.6,1970.5,2117.7,2168.7,1375.8,1091.4,1266.1,1315.6,1510.7,844.14,642.09,509.69,543.52,1369,789.59,763.1,971.92,1100.2,2905,1314.8,1039.1,1361.4,1589,3468.6,1701.9,1370.7,1824.8,2106.8,2205.8,1193.2,828.57,880.79,968.62,1042.5,683.42,548.98,483.79,511.77,1653.4,972.47,812.68,629.34,725.31,1205,823.49,678.29,740.71,811.69,3769.6,1936,1645,2272.1,2580.7,3515.7,1429.3,1221.3,1546.4,1760.7,2796.7,1284.1,1132.5,1431.5,1582.2,5262.9,2150.3,1711.7,2124.6,2511,2117.4,1235.3,974.36,1170.4,1303.4,1312.7,759.78,606.23,518.4,530.93,1199.6,734.45,603.94,441.68,417.13,1634.6,866.03,562.98,537.86,596.7,2403.1,1460.2,1163.8,1573.4,1773.1,1842.7,1034.2,884.26,805.14,859.87,1343.1,728.47,558.13,386.18,378.82,1995.1,1037.9,819.41,893.57,1002.6,1196.9,782.34,674.74,327.5,275.43,3963.9,1920.2,1525.6,1824.2,2062.7,1710.1,1645.2,1678.6,2059.9,2288,2654.4,1327,1030.2,1153.2,1268.1,2134.4,1278.7,1030.5,1101.8,1213.8,2436,1295.1,999.24,1190.8,1294.1,2537.5,1071.9,903.43,1199.9,1409.2,2127.8,953.37,821.72,938.58,1098.3,2484.4,1121.1,960.7,1114.9,1277.3,1
2209.8,1226.2,1088.5,1200.3,1216.6,2686.3,1806.4,1787.3,2175.6,2223.4,1778.4,1278.1,1210.3,1402.7,1396.4,1357.4,652.2,621.77,514.48,578.85,1253.2,737.4,879.13,1110,1143.5,2301.3,1193.2,1274.7,1571.4,1678.6,2713.4,1484.2,1635.4,2084.5,2221.7,1896.2,1204.5,917.84,1027.6,1061.4,1008.3,642.45,521.03,527.69,515.34,1330.6,787.59,818.03,736.71,756.86,1126.8,703.08,747.4,851.1,830.97,2983.8,1831.5,1987.3,2618.2,2704.5,2688.3,1433.8,1461.8,1730.5,1869.6,2293.9,1327,1329.9,1591.1,1659.6,3726.3,1930.6,1995.9,2489.6,2699.3,1718.4,1163,1138.8,1343.1,1376.8,1537.6,853.36,687.98,571.18,610.65,1516.5,850.95,673.18,498.76,524.03,1812.6,881.37,618.36,620.99,622.06,2018.5,1368.2,1451.7,1843.7,1863.4,1826.9,1149.6,925.35,959.83,968.32,1283.3,802.23,571.51,431.05,446.65,1609.3,925.52,877.76,1021.7,1055.6,953.49,728.52,630.43,367.96,279.1,3077.7,1849.2,1754.7,2085.2,2207.1,1510.6,1495.4,1677.2,1959.5,2084.2,2124.3,1358.5,1150.3,1286.2,1351.8,1718.9,1181.7,1141.9,1236.9,1292,1847,1235.6,1099.5,1312.6,1371.4,2071.8,975.3,1096.1,1405.1,1492.9,1749.4,866.46,897.96,1102,1140.8,1867.4,963.25,978.13,1232,1291.5,1
2312.5,1281.4,1048.3,1189.4,1377.9,1867.6,1756.3,1758.9,2112.9,2569.4,1193.1,1212.2,1212.7,1298.8,1577.9,1649.4,763.23,656.82,591.71,625.57,1093.9,783.38,867.09,1129.9,1335.8,2740.7,1258,1207.2,1622.3,1922.7,3361.9,1630.7,1561.6,2156.7,2562.9,1768.3,1120,905.62,994.14,1166.7,861.63,678.54,541.77,544.83,590.21,1800,997.53,839.21,775.25,862.89,1029.1,823.85,702.65,827.42,971.67,3209.3,1914.4,1856.8,2606.7,3125.4,3282.2,1436.8,1359.6,1771.6,2115.2,2466.9,1227.4,1188.7,1591.8,1884.3,5486,2095.8,1846.9,2514.1,2985,1905.6,1185.1,1091.3,1326.3,1590.6,1219.8,729.66,593.88,580.23,638.17,1143.8,715.55,608.2,456.11,483.73,1422.1,833.17,647.41,647.23,704.22,1993.6,1364.1,1355.6,1781.3,2165.1,1227.1,864.71,875.69,881.25,1021.1,1268.6,620.55,514.86,398.04,415.61,2009.5,1019.7,840.92,1030.6,1211.8,1388.1,825.06,632.93,356.83,289.77,3551.1,1788.7,1635.5,2097,2507.3,1301,1323.2,1447.8,1709.3,1819.7,2216.9,1317.7,1062.8,1281.3,1537,1877.7,1236.8,1137.2,1260.6,1480,1994.3,1281.2,1076.7,1316.9,1576.7,2600.4,1069.5,1008.7,1456.9,1690.1,2008.2,929.46,854.31,1145,1301.9,2487.8,1060.3,963.4,1291.6,1467.2,1
2441.6,1092.7,917.15,986.18,913.06,2571.2,1520.4,1533.8,1787.5,1673.7,1739.7,1111.3,1062.3,1126.6,1015.3,1501.8,756.56,601.01,443.27,424.58,1199.4,690.48,811.62,892.01,879.32,2949.3,1111.2,1075.1,1318,1285.9,3356.4,1304.1,1408.2,1768.7,1706.6,2004.2,1053.9,812.25,845.47,812.54,1048.2,692.18,549.35,461.57,390.36,1875.9,923.36,785.68,667.69,577.53,1163.7,815.48,698.76,712.08,640.83,3399.1,1537.1,1688.9,2132.6,2071.7,3413.4,1260.3,1201.9,1481,1417.3,2645.1,1109.8,1110.5,1327.1,1273.9,5157.3,1667.7,1572.4,2112.1,2012.9,2045.6,1061.9,984.35,1124.4,1047.5,1274.2,728.9,551.82,455.3,405.15,1264.1,771.8,557.46,405.29,323.75,1714.4,863.42,582.77,524.7,483.37,2222.6,1143.6,1202.6,1493.8,1416.3,1668.2,945.02,820.54,739.58,690.53,1293.8,700.82,489.54,351.32,290.25,1978.2,863.25,801.77,867.03,811.23,1282.2,749.53,673.89,324.49,201.4,3621.6,1544.9,1408.2,1737.5,1669.8,1198.5,762.47,618.65,619.52,593.7,2568.3,1124.9,953.87,1111.9,1025.8,2032.5,1102.1,1023.5,1040.8,969.91,2391.8,1078.8,970.92,1123.6,1045.5,2456.1,912.51,925.82,1145,1131.1,2021.4,835.25,794.64,890.68,876.93,2408,906.67,844.15,1030,993.46,-1
2832.3,1074.9,875.58,993.67,919.83,2046.5,1427.9,1451.1,1873.5,1691.1,1141.7,1012.2,1020.2,1207.3,1065.5,1560.5,649.2,595.24,449.32,452.76,1149,644.7,771.98,961.29,882.66,3333.4,1110.7,1090.7,1350.1,1291.5,4047.8,1442.5,1364.4,1801.1,1711.2,2081,942.31,825.87,807.31,792.58,808.7,701.34,531.39,508.51,410.73,1874.9,911.04,745.88,672.44,592.4,1068.5,793.21,655.42,758.14,659.96,3966.1,1566,1658.5,2195.9,2073.7,4153.4,1315.3,1188.8,1470,1447.8,2975.7,1139,1103.2,1382.4,1314.8,6782.8,1885.1,1632.3,2073.6,2101.4,2234.5,986.34,913.11,1135.6,1057.7,1219.9,674.89,537.18,486.24,427.61,869.52,661.19,521.98,447.23,355.31,1482.6,799.36,636.3,556.04,495.01,2253.6,1075.1,1106.2,1560.4,1424.8,1409.5,843.49,732.32,775.17,689.89,1386.1,638.59,483.34,366.66,335.34,2154.7,831.86,771.37,872.78,815.49,1139.8,693.03,640.79,340.69,242.79,4365,1511.6,1413.6,1732.5,1676.7,858.95,644.42,641.6,698.28,673.04,2703.2,1046,933.38,1080.2,1028.1,2148.4,996.37,919.75,1039.9,983.4,2513.6,999.87,920.26,1100.8,1048.1,3034.8,954.68,909.42,1183.2,1154.7,2462.8,823.39,792.63,926.78,895.36,2995.1,934.75,858.59,1036.6,1032.6,1
2388,1181.1,1133,1130.9,1152,2634.7,1730,1768.8,2100.8,2132.3,1817.3,1291,1201,1297.3,1348.3,1376.4,731.6,715.11,590.32,530.54,1145.9,680,933.96,1099.6,1105.4,2665.3,1038.2,1299.3,1655.6,1589.3,3136.1,1319.7,1701.6,2125.5,2105.8,1898.8,1077.6,957.46,1043.7,956.06,934.36,679.27,599.64,486.6,513.08,1675.3,860.48,821.98,743.53,713.46,1200.2,763.11,761.16,801.63,802.76,3211.8,1590.8,2010.6,2560.8,2570.3,3176.9,1323.3,1502,1824.9,1764.4,2523.9,1185.1,1322.8,1594.9,1619.8,4750.7,1645.1,2039.1,2623.6,2486.3,1962.1,1129.9,1120.4,1295.8,1303.4,1233.7,768.58,626.93,489.43,525.52,1240.1,778.28,605.3,419.53,425.55,1718.3,900.38,660.59,663.61,609.15,2122.7,1216.8,1382.2,1719.1,1764.7,1563.9,1016.2,915.33,921.45,885.71,1189.2,735.36,611.19,451.6,369.18,1738.3,882.17,954.9,982.11,989.16,1075,708.71,673.2,369.52,263.39,3431.4,1687.8,1779.6,2123,2069.5,1097.8,712.72,754.25,871.09,909.05,2297.1,1277.9,1182.5,1277.7,1270.8,1927,1184.3,1131.8,1230.2,1221.8,2113.9,1191.1,1153.1,1275.5,1294.3,2306.1,802.98,1031.5,1480.2,1389.6,1989.4,772.46,873.24,1169.9,1082.8,2265.7,850.75,999.36,1306.7,1220.4,1
2633.4,1128.1,1037.3,1291.6,1284.4,2418.3,1595,1684.8,2276.4,2314.2,1277.7,1125.6,1138.2,1404.1,1411.5,1572.2,695.3,596.49,611.61,627.74,1353.9,725.83,790.58,1162.6,1212.4,3189.6,1201.7,1203.3,1719.6,1824.1,3814.7,1495.7,1527,2273.6,2395.2,2009.9,992.51,892.71,1068.7,1134.8,734.38,615.14,479.2,532.87,529.16,1775.8,890.74,812.66,803.89,815.6,1058.8,780.4,656.42,872.65,872.69,3866.3,1798.8,1837.3,2803.5,2878.6,4004.7,1499.2,1395.5,1918,2046.1,3012.8,1250.6,1237.1,1738.7,1800.8,6186.6,2082.8,1935.2,2727.3,2924.9,2156.3,1093.8,1028.4,1443.1,1465.3,1075.1,670.51,565.76,553.29,564.46,973.08,652.84,522.69,464.09,448.44,1561.9,744.06,610.73,657.56,683.67,2254.6,1267,1268.7,1905.4,1985.2,1705.6,900.8,847.72,973.11,986.8,1387.2,679.8,509.82,435.49,445.91,2071.6,919.47,794.3,1106.6,1138.2,1171.1,720.98,657.27,365.79,283.07,4124.6,1725.4,1667.1,2276.3,2368.9,1551,1568.8,1814.6,2337.3,2368.1,2608.1,1176.6,1073.3,1426.1,1454.5,2070.6,1144.1,1115.6,1349,1368.6,2380.8,1129.6,1044.7,1447,1466.9,2959.7,1046,1016,1515.7,1610.7,2440,882.33,832.1,1167,1263.4,2909.8,999.13,980.41,1330.7,1427.9,1
2769.9,1066.2,923.3,1073.6,1062.9,2293.3,1504,1512.3,1960.8,1888,1388.9,1037,1015.9,1246,1156.3,1693.9,697.79,630.49,584.73,541.08,1371,697.25,787.36,1048.8,1012.5,3407.6,1088.5,1151.5,1503.8,1538.6,4101.4,1410.9,1436.9,1977.6,2014.7,1990.2,950.1,838.13,936.41,966.72,712.02,571.16,525.57,513.2,457.18,2023.8,893.03,869.29,706.01,705.51,1159.8,744.18,715.1,762.68,732.9,3965.2,1606.2,1742.9,2367.4,2395.3,4044.6,1352.3,1276.2,1697.3,1731.2,3003.2,1256.7,1140.3,1530.9,1521.9,6564,1925.7,1737.6,2380.9,2518.5,2276.3,1031,981.11,1185.7,1208.1,1284.7,625.67,587.39,496.56,464.96,1018.8,610.46,566.71,430.28,377.76,1619.2,715.49,614.04,597.26,578.25,2333.4,1121.1,1232.8,1641.1,1626.2,1474.9,852,798.34,833.05,794.54,1309.5,619.65,476.3,396.62,359.77,2101.5,883.52,819.8,956.49,965.04,1431.1,776.77,663.78,340.04,273.45,4171.2,1603.9,1422,1925.2,1969.8,1456.3,1276.7,1425.7,1785.3,1717.1,2473.8,1116.9,940.02,1190.8,1199.4,2164,1100.5,998.47,1113.9,1126.8,2328,1062.4,953.17,1193.9,1209.4,3140.6,1030.3,976.23,1322.1,1372.8,2532.4,901.13,813.09,1059.5,1079.2,3032.8,1028.4,872.63,1183.2,1222.3,1
